variant,model,rep,wall_batch_s,sampler_s_per_chain,warmup_s,sampling_s,n_leapfrog_total,n_leapfrog_sampling,divergences,div_rate,treedepth_hits,td_rate,accept_mean,ess_bulk_min,ess_bulk_geomean,ess_tail_min,rhat_max,ess_per_sec,ess_per_grad
w10_auto05,eight_schools_noncentered,1.0,0.073,0.0494740025,0.039222900000000005,0.010735777500000002,99763.0,41934.0,-4.0,-0.001,-4.0,-0.001,,1667.697317,3279.79905,1316.606241,1.003139,22235.96422666667,0.018075368182592744
w10_auto05,garch11,1.0,0.347,0.3114685,0.16075475,0.15391625,99691.0,49552.0,-4.0,-0.001,-4.0,-0.001,,823.931011,1368.521453,974.528515,1.003756,2481.7199126506025,0.008484163055790103
w10_auto05,gp_regr,1.0,0.114,0.086834275,0.051311075,0.035523200000000005,60629.0,28342.0,-4.0,-0.001,-4.0,-0.001,,2175.331826,2788.47647,2479.525891,1.002508,19065.938105263158,0.03584946055517987
w10_auto05,hier_2pl,1.0,192.255,176.09220000000002,100.774775,75.317425,910436.0,438000.0,-4.0,-0.001,-4.0,-0.001,,38.467085,497.370149,97.468291,1.082475,0.20244129441731223,4.2875596731532946e-05
w10_auto05,kidscore_momiq,1.0,0.176,0.152104975,0.07825652500000001,0.07384845,107465.0,51088.0,-4.0,-0.001,-4.0,-0.001,,494.024918,913.959688,537.6776,1.008362,3029.050267045455,0.004597077355418043
w10_auto05,kronecker_gp,2.0,91.737,74.02385000000001,46.121225,27.902625,709290.0,320615.0,-4.0,-0.001,-4.0,-0.001,,46.111766,714.760614,174.96846,1.086039,0.5026517762734775,6.501116045623088e-05
w10_auto05,logmesquite_logvash,1.0,0.156,0.1078629,0.060632975,0.047229925,173239.0,81369.0,-4.0,-0.001,-4.0,-0.001,,161.763154,451.008619,295.552298,1.015821,1036.9432948717947,0.0009337571447537794
w10_auto05,lotka_volterra,1.0,2.502,2.3271075,1.1402750000000001,1.232135,129783.0,67840.0,-4.0,-0.001,-4.0,-0.001,,87.016523,1408.584237,137.944112,1.050368,30.382871702637892,0.0006146189591603215
w10_auto05,low_dim_gauss_mix,1.0,4.911,4.6205525000000005,2.25666,2.3638925000000004,97950.0,51283.0,-4.0,-0.001,-4.0,-0.001,,1239.076785,1911.437635,1518.189797,1.00347,166.5125629111842,0.01011235348605659
w10_auto05,lsat_model,1.0,46.388,45.51692750000001,35.746024999999996,9.770902500000002,621682.0,252000.0,-4.0,-0.001,-4.0,-0.001,,1372.873028,10366.957101,1988.855634,1.008276,29.114050005301664,0.00242008325960861
w10_auto05,pilots,1.0,0.167,0.142330725,0.1084155,0.0363016,199512.0,108041.0,-4.0,-0.001,-4.0,-0.001,,5.329205,237.098856,13.926315,2.057533,28.517323353293413,2.3870208308272185e-05
w10_auto05,radon_partially_pooled_noncentered,1.0,89.493,83.55564999999999,51.050425000000004,32.505224999999996,766426.0,344488.0,-4.0,-0.001,-4.0,-0.001,,577.002595,7739.084544,1193.597367,1.007708,6.218102409638555,0.0007505998202210943
w10_auto05,radon_variable_intercept_slope_noncentered,1.0,14.93,13.2867425,11.12065,2.1660924999999995,472162.0,186302.0,-4.0,-0.001,-4.0,-0.001,,592.910611,6221.344044,446.453231,1.007222,39.712700000000005,0.0012442783501739885
w10_auto05,wells_dist100_model,1.0,0.909,0.7840372499999999,0.4159775,0.36805974999999996,60337.0,29147.0,-4.0,-0.001,-4.0,-0.001,,1039.524262,1072.154481,1121.461382,1.003631,1219.754811881188,0.017228636856323646
w2_adam_b50_shr,accel_gp,1.5,3.249,1.609291125,0.911354875,0.69793625,394075.5,171146.5,-4.0,-0.001,-4.0,-0.001,,4.157424499999999,4.8850655,inf,-inf,2.235923151941562,1.1899260533287058e-05
w2_adam_b50_shr,blr,1.0,0.1,0.088878225,0.04715325,0.041724975,256004.0,128000.0,-4.0,-0.001,-4.0,-0.001,,4.032258,4.032258,inf,-inf,40.322579999999995,1.575076170684833e-05
